field_of_view,enrichment_1-1,enrichment_1-2,enrichment_1-3,enrichment_1-4,enrichment_2-1,enrichment_2-2,enrichment_2-3,enrichment_2-4,enrichment_3-1,enrichment_3-2,enrichment_3-3,enrichment_3-4,enrichment_4-1,enrichment_4-2,enrichment_4-3,enrichment_4-4
UC a_5,3.1576544266520576,-0.38036854425515687,-2.2991761634563623,-0.061236693637616045,-0.38036854425515687,-0.138235323426872,-1.2061777371087379,-0.1498655995143273,-2.2991761634563623,-1.2061777371087379,3.8694492505146463,-0.9223195738674758,-0.061236693637616045,-0.1498655995143273,-0.9223195738674758,0.015050318741568853
UC a_6,-0.04475419094161035,0.0,-1.632610021846478,0.33580880339436214,0.0,0.0,0.0,0.0,-1.632610021846478,0.0,1.5369552566033535,-0.7332740819900987,0.33580880339436214,0.0,-0.7332740819900987,0.11516580200114175
UC a_7,-0.5498158167185926,-0.20743427809854506,-3.9812331739803413,-0.07159270190027431,-0.20743427809854506,-0.0725096442387521,-2.568292973731399,0.19937540737687262,-3.9812331739803413,-2.568292973731399,2.4917672016449175,-0.587452725212094,-0.07159270190027431,0.19937540737687262,-0.587452725212094,0.03503342361369861
UC a_8,-0.08495966202730998,0.0,-3.992939591932971,0.1509963583702706,0.0,0.0,0.0,0.0,-3.992939591932971,0.0,1.5746637076654402,-0.9336698908075666,0.1509963583702706,0.0,-0.9336698908075666,0.1569944097145039
UC a_9,-0.03715975368752841,-0.05538676273891813,-0.03715975368752841,-0.2694968558379701,-0.05538676273891813,-0.08230264230218758,-0.05538676273891813,-0.965626749115123,-0.03715975368752841,-0.05538676273891813,-0.03715975368752841,-0.08663279868815954,-0.2694968558379701,-0.965626749115123,-0.08663279868815954,0.0016923866623872821
UC b_1,0.8244725397733182,-0.21039833971526134,-2.800390275171043,0.04081924124830034,-0.21039833971526134,-0.008685880535909848,-0.29803963572626757,-0.2642991340650317,-2.800390275171043,-0.29803963572626757,-0.11102544865669992,-0.06886824025611998,0.04081924124830034,-0.2642991340650317,-0.06886824025611998,0.0009502786390777682
UC b_10,-0.06858956940660749,-0.19669873022793677,-0.25672540383619874,0.9887754299095901,-0.19669873022793677,-0.5242828711846236,-0.6638376535633671,-0.3634404168695113,-0.25672540383619874,-0.6638376535633671,-0.8311112008099307,-0.5632802071202317,0.9887754299095901,-0.3634404168695113,-0.5632802071202317,0.0043973163261438655
UC b_11,2.9356511677836212,-0.3879694681897886,-0.5268563228700228,0.723039477891965,-0.3879694681897886,-0.6228958400763196,-0.824870433076319,-0.20044423000812783,-0.5268563228700228,-0.824870433076319,-1.071739084025009,-0.3987373964090635,0.723039477891965,-0.20044423000812783,-0.3987373964090635,0.0013247434809413939
UC b_12,0.0,0.0,0.0,0.0,0.0,-0.06503791652125064,-0.40358080667377433,-0.31046380491764186,0.0,-0.40358080667377433,-1.7046547564313876,-0.1146717665728741,0.0,-0.31046380491764186,-0.1146717665728741,0.002751520350504104
UC b_14,2.577256515649527,0.0,-0.2430717683294698,0.025603000355096803,0.0,0.0,0.0,0.0,-0.2430717683294698,0.0,-3.4061189205667555,-0.13996711509903742,0.025603000355096803,0.0,-0.13996711509903742,0.002108609057601872
UC b_15,-0.009853562276351166,0.0,-0.3260469493396116,-0.028609499890795143,0.0,0.0,0.0,0.0,-0.3260469493396116,0.0,-0.2061196053529501,-0.11498934742419692,-0.028609499890795143,0.0,-0.11498934742419692,0.00233614533284838
UC b_16,1.104664080268822,-0.3171387503443106,0.358585638361111,-0.03723791530395276,-0.3171387503443106,-0.007527074836741024,-0.23616092533554037,-0.8678820558569067,0.358585638361111,-0.23616092533554037,0.3529072622370741,-0.12190469077062324,-0.03723791530395276,-0.8678820558569067,-0.12190469077062324,0.0023049146532934666
UC b_17,-0.7723921124068811,0.0,-1.738434399498949,0.1577584829065071,0.0,0.0,0.0,0.0,-1.738434399498949,0.0,-0.3155173393013327,-0.3499046662471839,0.1577584829065071,0.0,-0.3499046662471839,0.0053468380778375095
UC b_18,1.7773692880322645,1.0837032755728566,0.3392566853423721,0.00016746693269121773,1.0837032755728566,-0.1563781802113403,-0.7543868933349418,-0.2722063719393937,0.3392566853423721,-0.7543868933349418,-0.7716003287486173,-0.20708642595156385,0.00016746693269121773,-0.2722063719393937,-0.20708642595156385,0.0030532075778015966
UC b_2,1.8823636900219132,0.0,-0.04728998115151503,-0.1526502510018408,0.0,0.0,0.0,0.0,-0.04728998115151503,0.0,2.506445248588458,-0.19834559374169083,-0.1526502510018408,0.0,-0.19834559374169083,0.003454919320689663
UC b_20,-0.01805179927640021,0.0,-0.47992761879003887,-0.028059107952457404,0.0,0.0,0.0,0.0,-0.47992761879003887,0.0,-0.32979191973536365,-0.1404403752891768,-0.028059107952457404,0.0,-0.1404403752891768,0.004025573295898725
UC b_21,1.191639421814007,0.0,-3.0665671757166053,0.06090976766855282,0.0,0.0,0.0,0.0,-3.0665671757166053,0.0,-2.592230083243393,-0.2525353213866621,0.06090976766855282,0.0,-0.2525353213866621,0.0018319254952998308
UC b_22,0.1552860118364915,0.0,0.34793108977888715,0.06175816927137319,0.0,0.0,0.0,0.0,0.34793108977888715,0.0,0.1552860118364915,-0.20664369706467278,0.06175816927137319,0.0,-0.20664369706467278,0.0018268919311007273
UC b_23,1.23218966210854,0.6550509911464343,1.2171260433029938,-0.01001736398573623,0.6550509911464343,-0.009248405396581762,-0.14968684950250283,-0.3560844973914645,1.2171260433029938,-0.14968684950250283,0.8066258216127098,-0.13023274799438844,-0.01001736398573623,-0.3560844973914645,-0.13023274799438844,0.0009660373498793958
UC b_24,1.8361509278945758,1.4976440334636028,-0.18732767516554796,-0.10575269906686804,1.4976440334636028,-0.03381059974925381,-0.3612629974822145,-0.836681025951143,-0.18732767516554796,-0.3612629974822145,0.6650723714737978,-0.2287221146396833,-0.10575269906686804,-0.836681025951143,-0.2287221146396833,0.0050985675730608835
UC b_3,2.0186556339555866,-0.6521938053125939,1.3046121080992819,-0.11226723232211935,-0.6521938053125939,1.3333722047115557,-0.011567053148205993,-0.19140105240337302,1.3046121080992819,-0.011567053148205993,-2.68239326622142,-0.1937265366642948,-0.11226723232211935,-0.19140105240337302,-0.1937265366642948,0.0033386856615024215
UC b_4,-0.40301157717329983,-0.1866446474643193,-1.223483562861127,0.22102096394841936,-0.1866446474643193,-0.08296354539222009,-0.6527711548454903,-0.04838360107046492,-1.223483562861127,-0.6527711548454903,0.10002375533304574,-0.20990867265775687,0.22102096394841936,-0.04838360107046492,-0.20990867265775687,0.002129578323543847
UC b_5,2.881219366240582,-0.5941995889835291,-0.8870505379272954,0.4219001018671774,-0.5941995889835291,-0.4219708541145321,0.3526754566798065,-0.6160007540615101,-0.8870505379272954,0.3526754566798065,-0.9588561503800531,-0.23061391352997185,0.4219001018671774,-0.6160007540615101,-0.23061391352997185,0.00043701982469507316
UC b_6,3.603242046499019,-0.2536269733884761,0.177227196057427,0.3028234243920354,-0.2536269733884761,-0.049554879918931385,-0.1887582127560723,-0.5424120967632553,0.177227196057427,-0.1887582127560723,-0.6407402470465968,-0.14572560559478515,0.3028234243920354,-0.5424120967632553,-0.14572560559478515,-0.002082750668678804
UC b_7,-0.16784161623872473,-0.04382622170220816,-0.6370950752192949,0.12468012021348156,-0.04382622170220816,-0.011082000555787395,-0.18751267446118838,-0.2575831476989272,-0.6370950752192949,-0.18751267446118838,0.5152429413564541,-0.011812424282079804,0.12468012021348156,-0.2575831476989272,-0.011812424282079804,-4.418297053136793e-05
UC b_8,3.057080970227396,-0.34762904106435455,0.8083851029974298,-0.23348908235097585,-0.34762904106435455,-0.03878279486472412,-0.3781947228457109,-0.7999743631684811,0.8083851029974298,-0.3781947228457109,0.2186455824635318,-0.23547244870251785,-0.23348908235097585,-0.7999743631684811,-0.23547244870251785,0.005337730831275679
UC b_9,2.9876465981375033,-0.9917126281433227,-0.579442879045435,0.7255045695929728,-0.9917126281433227,-0.6718608435274727,-0.37469259702084784,-0.26773539727018986,-0.579442879045435,-0.37469259702084784,-0.19947652345874595,0.028104093692183526,0.7255045695929728,-0.26773539727018986,0.028104093692183526,-0.018476417989108058
UC c_1,0.0,0.0,0.0,0.0,0.0,-0.01263300861985346,0.6657736372301076,0.0567327676515802,0.0,0.6657736372301076,2.080172065267647,-0.8659119700412631,0.0,0.0567327676515802,-0.8659119700412631,0.06653247076784041
UC c_10,0.0,0.0,0.0,0.0,0.0,-0.039682363787659616,0.4511257056326644,-0.5348240121394915,0.0,0.4511257056326644,1.2006336022479942,-0.851198769852966,0.0,-0.5348240121394915,-0.851198769852966,0.20062885112896586
UC c_11,0.0,0.0,0.0,0.0,0.0,-0.010202502513630309,0.085838118127742,-0.37886616208158136,0.0,0.085838118127742,0.7820571193054344,-0.5592443445569062,0.0,-0.37886616208158136,-0.5592443445569062,0.19317792931800415
UC c_12,0.0,0.0,0.0,0.0,0.0,-0.04581154882831,0.058611449458201244,0.12631045786630696,0.0,0.058611449458201244,0.6416010025116403,-0.8557120351757518,0.0,0.12631045786630696,-0.8557120351757518,0.4401161113642073
UC c_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9108784384262096,-0.3092714641196112,0.0,0.0,-0.3092714641196112,0.017510993788534844
UC c_14,0.0,0.0,0.0,0.0,0.0,-0.010307892999594968,-3.3944067323541267,0.3310382261453142,0.0,-3.3944067323541267,0.6983992890636531,-0.7139572894680439,0.0,0.3310382261453142,-0.7139572894680439,0.3146194080858359
UC c_15,0.0,0.0,0.0,0.0,0.0,-0.04320037863240513,-0.9497643329937717,0.15240222603092693,0.0,-0.9497643329937717,0.8926224956434377,-0.8500458496977882,0.0,0.15240222603092693,-0.8500458496977882,0.2995829545555049
UC c_16,0.0,0.0,0.0,0.0,0.0,-0.15815496478946106,0.08657521738181163,-0.12764957762780163,0.0,0.08657521738181163,0.7135301251576007,-0.7244616908435454,0.0,-0.12764957762780163,-0.7244616908435454,0.3141339058741297
UC c_17,0.0,0.0,0.0,0.0,0.0,-0.010925411723237384,0.23419046542128913,-0.11696206326662431,0.0,0.23419046542128913,1.2624704372238513,-0.9917841165093025,0.0,-0.11696206326662431,-0.9917841165093025,0.23012548406358574
UC c_18,0.0,0.0,0.0,0.0,0.0,-0.010156736724648995,0.9587512132981932,-0.11036522891605266,0.0,0.9587512132981932,1.0958603516623662,-0.6773561321702036,0.0,-0.11036522891605266,-0.6773561321702036,0.16641839929141078
UC c_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.080435902602452,-0.11600498693522582,0.0,0.0,-0.11600498693522582,-0.011562525715356306
UC c_2,0.0,0.0,0.0,0.0,0.0,-0.011784606902724731,0.16184300164921708,-0.2652117060257885,0.0,0.16184300164921708,1.9532642741571618,-0.9147477172802009,0.0,-0.2652117060257885,-0.9147477172802009,0.10054863630007449
UC c_20,0.0,0.0,0.0,0.0,0.0,-0.013778827822707224,-0.3639154142868932,-0.806635431501878,0.0,-0.3639154142868932,2.296608490866186,-0.21054059141383472,0.0,-0.806635431501878,-0.21054059141383472,-0.0036144583931187776
UC c_21,0.0,0.0,0.0,0.0,0.0,-0.10974612473937546,-2.6723364018282503,-0.29538437383833993,0.0,-2.6723364018282503,2.588998752227479,-0.2263723472828533,0.0,-0.29538437383833993,-0.2263723472828533,-0.03380832935939267
UC c_3,0.0,0.0,0.0,0.0,0.0,-0.01175161431460327,-2.211453224839197,-0.600267539282084,0.0,-2.211453224839197,1.9535672049907347,-0.8177835384182147,0.0,-0.600267539282084,-0.8177835384182147,0.07735105839061285
UC c_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1674038084184744,-0.3878103737069358,0.0,0.0,-0.3878103737069358,0.0025247762787147946
UC c_5,0.0,0.0,0.0,0.0,0.0,-0.3640344969414979,0.0,-0.2919771778051585,0.0,0.0,0.0,0.0,0.0,-0.2919771778051585,0.0,0.004296899162316038
UC c_6,0.0,0.0,0.0,0.0,0.0,-0.013012244492206776,0.9117031613137578,0.1388849369787717,0.0,0.9117031613137578,1.2771771807749515,-0.9411235552149694,0.0,0.1388849369787717,-0.9411235552149694,0.2026206806402047
UC c_7,0.0,0.0,0.0,0.0,0.0,-0.09549586824872042,-2.3848143866086438,0.4815486195144753,0.0,-2.3848143866086438,1.2730404503946926,-1.012863880931246,0.0,0.4815486195144753,-1.012863880931246,0.23396279049679666
UC c_8,0.0,0.0,0.0,0.0,0.0,-0.15992935042864534,-2.7552740104736353,-0.2027504273473878,0.0,-2.7552740104736353,1.5492418996077404,-0.8501892696560196,0.0,-0.2027504273473878,-0.8501892696560196,0.13625428184265653
UC c_9,0.0,0.0,0.0,0.0,0.0,-0.01192831063833388,-2.23550998281699,0.18799322468495733,0.0,-2.23550998281699,0.950852384039609,-0.8745164502407748,0.0,0.18799322468495733,-0.8745164502407748,0.27386144221757297
